jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Chief Executive Officer (CEO),29,18,24,28,1
Chief Executive Officer (CEO),29,15,6,8,1
Chief Executive Officer (CEO),27,20,25,28,1
Chief Executive Officer (CEO),16,6,31,24,1
Chief Executive Officer (CEO),27,9,25,22,1
Chief Executive Officer (CEO),5,8,22,26,0
Chief Executive Officer (CEO),32,13,26,28,0
Chief Executive Officer (CEO),19,23,14,8,0
Chief Executive Officer (CEO),24,15,23,21,0
Chief Executive Officer (CEO),28,18,18,27,1
Chief Executive Officer (CEO),31,17,23,20,1
Chief Executive Officer (CEO),19,13,18,31,1
Chief Executive Officer (CEO),14,2,29,32,1
Chief Executive Officer (CEO),28,12,28,25,1
Chief Executive Officer (CEO),12,4,27,34,1
Chief Executive Officer (CEO),28,15,13,13,1
Chief Executive Officer (CEO),25,13,16,29,1
Chief Executive Officer (CEO),31,16,8,25,0
Chief Executive Officer (CEO),23,13,24,23,0
Chief Executive Officer (CEO),17,3,26,27,1
Chief Executive Officer (CEO),23,14,14,22,1
Chief Executive Officer (CEO),22,15,17,27,0
Chief Executive Officer (CEO),25,9,29,24,1
Chief Executive Officer (CEO),23,12,29,31,1
Chief Executive Officer (CEO),15,14,21,18,1
Chief Executive Officer (CEO),24,16,25,28,1
Chief Executive Officer (CEO),28,7,29,19,1
Chief Executive Officer (CEO),16,14,24,28,1
Chief Executive Officer (CEO),17,14,29,22,0
Chief Executive Officer (CEO),16,15,13,20,1
Chief Executive Officer (CEO),18,19,15,17,1
Chief Executive Officer (CEO),30,19,20,11,1
Chief Executive Officer (CEO),28,18,20,18,0
Chief Executive Officer (CEO),11,20,18,20,0
Chief Executive Officer (CEO),21,19,19,29,1
Chief Executive Officer (CEO),17,14,23,15,1
Chief Executive Officer (CEO),26,11,29,19,1
Chief Executive Officer (CEO),25,19,21,28,1
Chief Executive Officer (CEO),31,18,24,17,1
Chief Executive Officer (CEO),24,18,11,26,1
Chief Executive Officer (CEO),11,22,31,32,0
Chief Executive Officer (CEO),22,8,22,30,1
Chief Executive Officer (CEO),22,20,18,23,1
Chief Executive Officer (CEO),17,6,23,27,1
Chief Executive Officer (CEO),13,5,30,25,1
Chief Executive Officer (CEO),23,8,6,13,0
Chief Executive Officer (CEO),16,19,21,21,1
Chief Executive Officer (CEO),22,20,26,21,1
Chief Executive Officer (CEO),27,18,13,17,1
Chief Executive Officer (CEO),21,15,24,30,1
Chief Executive Officer (CEO),23,13,25,30,1
Chief Executive Officer (CEO),28,3,32,29,1
Chief Executive Officer (CEO),15,13,21,21,1
Chief Executive Officer (CEO),27,16,28,27,1
Chief Executive Officer (CEO),27,12,10,18,1
Chief Executive Officer (CEO),30,8,16,20,1
Chief Executive Officer (CEO),22,14,29,11,1
Chief Executive Officer (CEO),20,7,27,33,1
Chief Executive Officer (CEO),30,26,18,12,1
Chief Executive Officer (CEO),17,4,23,31,1
Chief Executive Officer (CEO),24,9,24,31,0
Chief Executive Officer (CEO),14,6,30,30,1
Chief Executive Officer (CEO),27,14,24,29,1
Chief Executive Officer (CEO),21,3,18,28,1
Chief Executive Officer (CEO),25,15,23,22,0
Chief Executive Officer (CEO),21,19,31,26,1
Chief Executive Officer (CEO),19,15,24,22,1
Chief Executive Officer (CEO),19,20,26,17,1
Chief Executive Officer (CEO),17,17,14,29,1
Chief Executive Officer (CEO),27,15,25,21,0
Chief Executive Officer (CEO),25,4,23,32,1
Chief Executive Officer (CEO),32,12,26,19,1
Chief Executive Officer (CEO),18,23,24,16,1
Chief Executive Officer (CEO),29,16,21,26,0
Chief Executive Officer (CEO),13,10,25,31,1
Chief Executive Officer (CEO),21,16,26,28,1
Chief Executive Officer (CEO),25,23,23,13,1
Chief Executive Officer (CEO),21,17,31,25,1
Chief Executive Officer (CEO),20,14,8,12,1
Chief Executive Officer (CEO),12,4,23,21,1
Chief Executive Officer (CEO),32,12,14,25,1
Chief Executive Officer (CEO),24,13,20,29,1
Chief Executive Officer (CEO),27,27,15,16,1
Chief Executive Officer (CEO),31,25,19,25,1
Chief Executive Officer (CEO),22,23,12,7,1
Chief Executive Officer (CEO),24,13,17,17,1
Chief Executive Officer (CEO),25,13,32,27,1
Chief Executive Officer (CEO),32,11,25,30,1
Chief Executive Officer (CEO),26,13,19,24,1
Chief Executive Officer (CEO),27,9,17,20,1
Chief Executive Officer (CEO),16,18,11,33,0
Chief Executive Officer (CEO),19,20,32,28,1
Chief Executive Officer (CEO),33,19,27,26,1
Chief Executive Officer (CEO),30,4,26,32,1
Chief Executive Officer (CEO),21,13,27,27,1
Chief Executive Officer (CEO),35,32,8,4,1
Chief Executive Officer (CEO),23,18,29,17,1
Chief Executive Officer (CEO),24,12,23,24,1
Chief Executive Officer (CEO),23,14,12,17,0
Chief Executive Officer (CEO),27,15,29,27,1
Chief Executive Officer (CEO),23,17,14,20,0
Chief Executive Officer (CEO),27,14,24,18,1
Chief Executive Officer (CEO),25,12,28,23,1
Chief Executive Officer (CEO),28,18,19,27,0
Chief Executive Officer (CEO),20,11,21,28,1
Chief Executive Officer (CEO),17,11,29,34,1
Chief Executive Officer (CEO),23,15,20,23,1
Chief Executive Officer (CEO),12,25,10,20,1
Chief Executive Officer (CEO),24,19,26,24,1
Chief Executive Officer (CEO),30,15,25,27,1
Chief Executive Officer (CEO),28,5,28,31,1
Chief Executive Officer (CEO),12,18,21,16,1
Chief Executive Officer (CEO),24,15,28,29,0
Chief Executive Officer (CEO),11,20,23,19,1
Chief Executive Officer (CEO),26,7,25,18,1
Chief Executive Officer (CEO),16,12,20,25,1
Chief Executive Officer (CEO),26,19,22,23,1
Chief Executive Officer (CEO),15,12,20,21,0
Chief Executive Officer (CEO),19,8,29,33,1
Chief Executive Officer (CEO),23,23,13,18,1
Chief Executive Officer (CEO),27,11,23,12,1
Chief Executive Officer (CEO),28,13,27,24,1
Chief Executive Officer (CEO),18,19,20,16,1
Chief Executive Officer (CEO),34,13,31,29,1
Chief Executive Officer (CEO),28,8,15,23,1
Chief Executive Officer (CEO),23,17,23,23,1
Chief Executive Officer (CEO),18,7,29,29,1
Chief Executive Officer (CEO),12,11,27,25,1
Chief Executive Officer (CEO),26,5,23,29,1
Chief Executive Officer (CEO),24,10,22,23,1
Chief Executive Officer (CEO),27,18,13,22,0
Chief Executive Officer (CEO),21,10,23,18,1
Chief Executive Officer (CEO),20,13,18,27,1
Chief Executive Officer (CEO),25,10,29,32,1
Chief Executive Officer (CEO),27,15,24,30,1
Chief Executive Officer (CEO),29,9,31,32,1
Chief Executive Officer (CEO),24,19,24,23,1
Chief Executive Officer (CEO),25,19,19,31,0
Chief Executive Officer (CEO),17,18,31,32,0
Chief Executive Officer (CEO),21,9,28,26,1
Chief Executive Officer (CEO),13,15,22,27,1
Chief Executive Officer (CEO),25,9,25,29,1
Chief Executive Officer (CEO),24,22,4,13,0
Chief Executive Officer (CEO),10,9,12,19,1
Chief Executive Officer (CEO),22,20,23,25,1
Chief Executive Officer (CEO),18,14,28,25,0
Chief Executive Officer (CEO),28,20,21,11,1
Chief Executive Officer (CEO),23,11,25,17,1
Chief Executive Officer (CEO),25,16,24,26,1
Chief Executive Officer (CEO),27,11,27,29,1
Chief Executive Officer (CEO),27,15,26,23,1
Chief Executive Officer (CEO),23,5,18,22,0
Chief Executive Officer (CEO),29,16,25,26,1
Chief Executive Officer (CEO),26,17,29,29,0
Chief Executive Officer (CEO),30,18,17,25,1
Chief Executive Officer (CEO),21,21,28,21,1
Chief Executive Officer (CEO),22,13,22,22,1
Chief Executive Officer (CEO),24,13,29,28,1
Chief Executive Officer (CEO),24,9,25,22,1
Chief Executive Officer (CEO),27,11,27,29,1
Chief Executive Officer (CEO),18,13,16,19,1
Chief Executive Officer (CEO),25,14,26,31,1
Chief Executive Officer (CEO),22,10,19,27,1
Chief Executive Officer (CEO),26,11,20,27,1
Chief Executive Officer (CEO),28,7,22,32,1
Chief Executive Officer (CEO),19,17,27,8,1
Chief Executive Officer (CEO),29,27,4,3,1
Chief Executive Officer (CEO),21,5,17,23,1
Chief Executive Officer (CEO),24,23,25,13,0
Chief Executive Officer (CEO),25,14,29,30,1
Chief Executive Officer (CEO),23,17,31,17,1
Chief Executive Officer (CEO),28,7,22,30,1
Chief Executive Officer (CEO),21,27,18,17,1
Chief Executive Officer (CEO),26,22,13,17,1
Chief Executive Officer (CEO),14,5,30,22,1
Chief Executive Officer (CEO),11,9,23,23,1
Chief Executive Officer (CEO),15,18,18,29,1
Chief Executive Officer (CEO),22,9,27,27,1
Chief Executive Officer (CEO),21,7,29,33,1
Chief Executive Officer (CEO),24,15,17,21,0
Chief Executive Officer (CEO),26,17,16,17,1
Chief Executive Officer (CEO),19,8,27,33,1
Chief Executive Officer (CEO),18,21,12,23,1
Chief Executive Officer (CEO),27,13,27,22,1
Chief Executive Officer (CEO),19,7,19,21,1
Chief Executive Officer (CEO),25,10,28,32,1
Chief Executive Officer (CEO),14,9,25,26,1
Chief Executive Officer (CEO),20,7,26,28,1
Chief Executive Officer (CEO),24,8,24,21,1
Chief Executive Officer (CEO),24,14,33,20,1
Chief Executive Officer (CEO),32,10,32,27,1
Chief Executive Officer (CEO),32,22,17,14,1
Chief Executive Officer (CEO),22,29,13,3,0
Chief Executive Officer (CEO),24,11,28,27,1
Chief Executive Officer (CEO),26,2,29,30,1
Chief Executive Officer (CEO),30,19,22,23,1
Chief Executive Officer (CEO),30,19,14,18,1
Chief Executive Officer (CEO),21,14,20,23,0
Chief Executive Officer (CEO),22,14,27,22,1
Chief Executive Officer (CEO),26,26,21,15,1
Chief Executive Officer (CEO),29,14,27,26,1
Chief Executive Officer (CEO),25,6,30,33,1
Chief Executive Officer (CEO),26,12,19,12,1
Chief Executive Officer (CEO),29,16,26,30,0
Chief Executive Officer (CEO),24,12,27,28,1
Chief Executive Officer (CEO),23,14,21,14,0
Chief Executive Officer (CEO),29,9,32,25,1
Chief Executive Officer (CEO),23,14,20,29,1
Chief Executive Officer (CEO),25,6,31,30,1
Chief Executive Officer (CEO),23,20,19,24,1
Chief Executive Officer (CEO),32,8,27,24,0
Chief Executive Officer (CEO),20,24,13,18,1
Chief Executive Officer (CEO),26,15,27,21,0
Chief Executive Officer (CEO),21,16,27,18,1
Chief Executive Officer (CEO),29,21,10,8,1
Chief Executive Officer (CEO),24,4,28,33,1
Chief Executive Officer (CEO),21,6,29,29,0
Chief Executive Officer (CEO),30,14,27,23,1
Chief Executive Officer (CEO),23,17,18,25,1
Chief Executive Officer (CEO),23,25,7,13,0
Chief Executive Officer (CEO),26,17,24,28,1
Chief Executive Officer (CEO),28,16,16,26,1
Chief Executive Officer (CEO),25,14,27,23,1
Chief Executive Officer (CEO),23,20,12,18,1
Chief Executive Officer (CEO),10,8,24,28,1
Chief Executive Officer (CEO),33,15,26,17,1
Chief Executive Officer (CEO),20,15,24,23,1
Chief Executive Officer (CEO),14,11,19,31,1
Chief Executive Officer (CEO),31,27,24,21,1
Chief Executive Officer (CEO),23,15,32,20,1
Secretary,26,17,19,25,0
Secretary,13,15,12,30,0
Secretary,12,21,28,19,1
Secretary,27,11,24,26,1
Secretary,28,18,26,22,1
Secretary,8,10,11,31,1
Secretary,18,22,9,19,0
Secretary,13,5,20,27,0
Secretary,26,8,27,24,1
Secretary,22,13,19,29,1
Secretary,12,22,16,12,0
Secretary,15,15,26,29,0
Secretary,17,21,23,21,1
Secretary,35,26,7,8,1
Secretary,30,16,26,7,1
Secretary,21,17,17,22,1
Secretary,10,17,21,26,0
Secretary,21,6,28,25,1
Secretary,23,19,10,10,1
Secretary,29,5,12,28,1
Secretary,29,16,12,21,1
Secretary,4,9,29,31,1
Secretary,20,14,7,10,1
Secretary,25,7,12,15,0
Secretary,35,12,23,28,1
Secretary,19,15,15,22,0
Secretary,17,14,17,28,0
Secretary,5,19,12,18,0
Secretary,29,12,15,27,1
Secretary,15,11,27,18,0
Secretary,24,7,15,27,1
Secretary,33,12,20,9,1
Secretary,17,18,14,18,1
Secretary,21,14,13,22,0
Secretary,19,12,27,22,1
Secretary,27,21,21,24,1
Secretary,26,13,11,20,0
Secretary,24,13,27,20,1
Secretary,26,10,14,28,1
Secretary,14,7,16,34,0
Secretary,27,7,12,27,1
Secretary,7,25,5,8,0
Secretary,31,4,24,23,1
Secretary,16,19,8,22,1
Secretary,23,18,11,19,1
Secretary,14,9,20,24,1
Secretary,24,19,28,15,1
Secretary,29,21,16,18,1
Secretary,24,22,10,20,1
Secretary,10,17,25,25,1
Secretary,26,18,15,21,1
Secretary,8,7,31,27,1
Secretary,14,6,23,22,1
Secretary,24,13,24,28,1
Secretary,16,16,21,21,0
Secretary,24,16,17,16,1
Secretary,12,13,18,15,0
Secretary,27,7,29,33,0
Secretary,20,7,21,25,1
Secretary,24,14,26,28,0
Secretary,14,9,9,17,0
Secretary,28,10,10,29,1
Secretary,9,17,24,31,1
Secretary,25,24,4,16,0
Secretary,15,25,0,15,1
Secretary,22,6,13,20,1
Secretary,33,16,15,22,1
Secretary,22,15,17,22,0
Secretary,11,16,30,26,0
Secretary,27,22,18,18,0
Secretary,24,9,23,26,1
Secretary,14,19,27,16,1
Secretary,26,4,21,31,1
Secretary,23,11,29,18,0
Secretary,14,14,16,29,1
Secretary,29,18,31,25,1
Secretary,31,29,26,10,1
Secretary,6,19,24,25,0
Secretary,18,8,25,27,1
Secretary,30,13,24,28,1
Secretary,21,11,10,12,0
Secretary,29,17,18,20,1
Secretary,14,22,3,8,0
Secretary,18,1,21,28,1
Secretary,10,8,26,23,0
Secretary,9,18,18,19,0
Secretary,19,15,17,31,0
Secretary,14,7,14,27,0
Secretary,9,17,8,27,0
Secretary,19,12,11,16,0
Secretary,24,17,23,10,0
Secretary,27,9,23,30,0
Secretary,17,7,8,29,1
Secretary,24,13,21,16,1
Secretary,25,15,13,16,1
Secretary,31,13,19,24,1
Secretary,26,13,25,28,0
Secretary,31,18,20,28,1
Secretary,25,7,29,27,0
Secretary,31,13,27,23,1
Secretary,24,20,18,16,0
Secretary,21,18,25,22,1
Secretary,16,15,14,19,1
Secretary,12,10,18,19,0
Secretary,23,15,20,24,1
Secretary,7,6,24,30,1
Secretary,26,12,13,29,1
Secretary,25,19,22,23,0
Secretary,14,13,17,19,0
Secretary,20,6,18,26,1
Secretary,22,17,27,23,0
Secretary,31,14,31,26,0
Secretary,19,15,23,23,0
Secretary,33,15,5,13,1
Secretary,16,6,28,24,0
Secretary,20,14,15,20,0
Secretary,23,21,26,6,0
Secretary,16,12,22,15,1
Secretary,31,25,22,10,0
Secretary,24,12,20,29,0
Secretary,33,10,29,24,1
Secretary,14,20,29,28,0
Secretary,29,14,18,7,0
Secretary,20,24,30,17,0
Secretary,11,7,17,23,1
Secretary,6,9,28,28,0
Secretary,28,11,24,21,1
Secretary,31,11,32,25,1
Secretary,16,18,16,8,0
Secretary,29,9,15,14,0
Secretary,25,18,17,11,0
Secretary,33,15,2,8,1
Secretary,19,25,21,25,0
Secretary,17,11,18,26,1
Secretary,17,16,20,17,0
Secretary,33,19,20,7,0
Secretary,21,13,22,14,0
Secretary,18,17,27,22,0
Secretary,20,8,27,22,1
Secretary,27,24,20,5,1
Secretary,26,17,15,9,1
Secretary,23,19,6,24,1
Secretary,12,10,17,25,1
Secretary,23,13,22,24,0
Secretary,23,25,9,12,0
Secretary,30,6,14,26,1
Secretary,12,16,14,33,1
Secretary,28,10,19,31,1
Secretary,22,15,21,24,1
Secretary,14,15,21,18,1
Secretary,26,10,27,27,1
Secretary,23,8,10,24,1
Secretary,30,8,13,26,1
Secretary,23,12,19,21,1
Secretary,29,5,11,28,1
Secretary,30,5,19,11,1
Secretary,21,8,22,27,1
Secretary,30,19,26,22,1
Secretary,31,28,20,11,1
Secretary,28,26,13,4,1
Secretary,17,8,16,20,1
Secretary,9,12,17,16,1
Secretary,29,10,23,12,0
Secretary,21,6,22,30,1
Secretary,25,10,14,18,0
Secretary,24,21,20,20,0
Marketing/Advertising Director,11,22,7,12,0
Marketing/Advertising Director,23,14,22,9,1
Marketing/Advertising Director,31,17,17,26,1
Marketing/Advertising Director,16,6,32,32,1
Marketing/Advertising Director,24,13,13,28,1
Marketing/Advertising Director,26,17,26,25,1
Marketing/Advertising Director,27,14,20,14,1
Marketing/Advertising Director,17,16,7,19,1
Marketing/Advertising Director,9,14,12,16,0
Marketing/Advertising Director,26,9,24,27,1
Marketing/Advertising Director,18,11,25,21,1
Marketing/Advertising Director,27,16,29,29,1
Marketing/Advertising Director,19,14,29,29,1
Marketing/Advertising Director,27,15,20,25,1
Marketing/Advertising Director,26,6,20,12,1
Marketing/Advertising Director,24,11,17,27,1
Marketing/Advertising Director,16,16,25,19,0
Marketing/Advertising Director,22,18,25,8,1
Marketing/Advertising Director,18,22,9,11,0
Marketing/Advertising Director,16,11,16,19,1
Marketing/Advertising Director,16,21,17,17,0
Marketing/Advertising Director,25,10,17,27,1
Marketing/Advertising Director,14,11,33,24,1
Marketing/Advertising Director,30,20,25,19,1
Marketing/Advertising Director,21,14,19,13,1
Marketing/Advertising Director,28,26,14,10,1
Marketing/Advertising Director,8,24,18,7,1
Marketing/Advertising Director,24,14,22,29,1
Marketing/Advertising Director,22,15,25,21,1
Marketing/Advertising Director,21,16,24,19,1
Marketing/Advertising Director,9,23,22,8,0
Marketing/Advertising Director,21,13,17,21,1
Marketing/Advertising Director,23,11,22,26,1
Marketing/Advertising Director,20,17,16,15,1
Marketing/Advertising Director,22,9,31,31,1
Marketing/Advertising Director,7,17,16,24,0
Marketing/Advertising Director,30,17,25,21,1
Marketing/Advertising Director,26,24,22,21,1
Marketing/Advertising Director,20,17,26,4,0
Marketing/Advertising Director,19,8,18,28,0
Marketing/Advertising Director,29,12,29,26,1
Marketing/Advertising Director,26,13,16,28,1
Marketing/Advertising Director,17,14,13,23,0
Marketing/Advertising Director,25,7,31,28,0
Marketing/Advertising Director,26,15,30,24,1
Marketing/Advertising Director,11,28,20,22,0
Marketing/Advertising Director,13,26,25,26,0
Marketing/Advertising Director,24,24,25,3,1
Marketing/Advertising Director,15,14,6,23,0
Marketing/Advertising Director,17,17,13,14,0
Marketing/Advertising Director,17,16,18,21,1
Marketing/Advertising Director,22,14,16,26,1
Marketing/Advertising Director,22,9,25,29,1
Marketing/Advertising Director,31,10,16,19,1
Marketing/Advertising Director,22,14,22,17,0
Marketing/Advertising Director,26,16,17,15,1
Marketing/Advertising Director,27,16,16,15,1
Marketing/Advertising Director,20,24,29,8,1
Marketing/Advertising Director,26,18,25,21,1
Marketing/Advertising Director,23,10,25,27,1
Marketing/Advertising Director,15,18,29,25,1
Marketing/Advertising Director,25,23,9,11,1
Marketing/Advertising Director,15,11,22,26,1
Marketing/Advertising Director,20,12,20,17,0
Marketing/Advertising Director,16,5,29,18,1
Marketing/Advertising Director,21,10,23,21,1
Marketing/Advertising Director,11,18,29,19,1
Marketing/Advertising Director,23,9,26,19,1
Marketing/Advertising Director,20,21,14,27,0
Marketing/Advertising Director,20,23,28,16,1
Marketing/Advertising Director,16,10,30,25,0
Marketing/Advertising Director,23,11,20,31,0
Marketing/Advertising Director,22,22,19,25,1
Marketing/Advertising Director,23,6,26,27,1
Marketing/Advertising Director,27,11,14,15,0
Marketing/Advertising Director,15,3,22,28,1
Marketing/Advertising Director,23,8,24,24,1
Marketing/Advertising Director,13,13,29,16,0
Marketing/Advertising Director,24,7,14,18,1
Marketing/Advertising Director,26,7,23,28,1
Marketing/Advertising Director,18,8,25,29,1
Marketing/Advertising Director,31,11,29,27,1
Marketing/Advertising Director,14,10,23,24,1
Marketing/Advertising Director,24,17,22,27,1
Marketing/Advertising Director,15,25,26,16,1
Marketing/Advertising Director,27,27,6,13,1
Marketing/Advertising Director,28,25,16,8,0
Marketing/Advertising Director,25,20,26,9,1
Marketing/Advertising Director,14,25,9,3,0
Marketing/Advertising Director,12,10,28,19,1
Marketing/Advertising Director,25,10,17,26,1
Marketing/Advertising Director,29,15,17,29,1
Marketing/Advertising Director,28,16,11,27,1
Marketing/Advertising Director,25,26,20,24,1
Marketing/Advertising Director,25,11,22,26,0
Marketing/Advertising Director,29,11,23,17,1
Marketing/Advertising Director,27,18,3,17,1
Marketing/Advertising Director,20,18,16,13,1
Marketing/Advertising Director,10,24,31,19,0
Marketing/Advertising Director,18,18,17,13,1
Marketing/Advertising Director,23,12,10,30,1
Marketing/Advertising Director,9,25,16,8,0
Marketing/Advertising Director,24,6,19,28,1
Marketing/Advertising Director,2,1,35,35,0
Marketing/Advertising Director,26,25,21,14,0
Marketing/Advertising Director,8,19,15,9,1
Marketing/Advertising Director,25,10,17,26,1
Marketing/Advertising Director,20,26,9,6,1
Marketing/Advertising Director,28,16,28,24,1
Marketing/Advertising Director,29,13,22,18,1
Marketing/Advertising Director,18,7,25,31,0
Marketing/Advertising Director,28,16,17,16,1
Marketing/Advertising Director,23,14,26,34,1
Marketing/Advertising Director,7,22,31,27,0
Marketing/Advertising Director,20,13,7,26,0
Marketing/Advertising Director,14,17,28,14,0
Marketing/Advertising Director,25,13,30,12,0
Marketing/Advertising Director,31,16,28,6,1
Marketing/Advertising Director,15,18,8,29,0
Marketing/Advertising Director,16,22,18,20,0
Marketing/Advertising Director,23,15,22,26,0
Marketing/Advertising Director,18,18,27,18,1
Marketing/Advertising Director,25,14,23,28,0
Marketing/Advertising Director,29,19,22,29,1
Marketing/Advertising Director,28,19,14,16,1
Marketing/Advertising Director,29,20,15,20,1
Marketing/Advertising Director,24,21,14,25,1
Marketing/Advertising Director,26,13,17,19,1
Marketing/Advertising Director,12,9,18,5,1
Marketing/Advertising Director,26,15,1,32,1
Marketing/Advertising Director,21,16,15,19,1
Marketing/Advertising Director,27,17,23,22,0
Marketing/Advertising Director,25,11,10,26,1
