jobtitle,scale_e,scale_n,scale_t,scale_j,satisfied
Head (trade/mediation),18,13,10,12,1
Head (trade/mediation),26,9,28,33,0
Head (trade/mediation),26,23,8,5,0
Head (trade/mediation),19,10,19,26,1
Head (trade/mediation),20,10,11,23,0
Head (trade/mediation),26,7,23,26,1
Head (trade/mediation),19,12,16,16,1
Head (trade/mediation),22,11,16,17,1
Head (trade/mediation),28,15,12,26,1
Head (trade/mediation),28,8,26,29,1
Head (trade/mediation),18,13,24,18,1
Head (trade/mediation),15,18,17,22,1
Head (trade/mediation),25,14,26,26,1
Head (trade/mediation),18,6,29,22,1
Head (trade/mediation),23,19,28,9,1
Head (trade/mediation),14,8,13,30,1
Head (trade/mediation),29,14,31,31,1
Head (trade/mediation),11,10,20,16,1
Head (trade/mediation),22,12,29,28,1
Head (trade/mediation),21,17,26,8,1
Head (trade/mediation),26,12,25,25,1
Head (trade/mediation),22,3,21,29,1
Head (trade/mediation),20,9,27,23,1
Head (trade/mediation),27,18,19,16,1
Head (trade/mediation),28,7,28,24,1
Head (trade/mediation),14,9,28,25,1
Head (trade/mediation),11,15,27,26,1
Head (trade/mediation),20,4,23,33,1
Head (trade/mediation),21,6,20,23,1
Head (trade/mediation),20,27,12,16,1
Head (trade/mediation),25,14,23,31,1
Head (trade/mediation),9,3,19,16,1
Head (trade/mediation),22,6,24,27,1
Head (trade/mediation),21,20,27,16,0
Head (trade/mediation),19,12,24,29,1
Head (trade/mediation),19,2,27,34,1
Head (trade/mediation),14,21,8,24,0
Head (trade/mediation),13,15,35,27,1
Head (trade/mediation),15,3,21,27,1
Head (trade/mediation),22,18,18,22,1
Head (trade/mediation),24,12,22,30,1
Head (trade/mediation),30,13,23,9,1
Head (trade/mediation),24,7,23,20,1
Head (trade/mediation),15,7,23,23,0
Head (trade/mediation),10,10,19,22,1
Head (trade/mediation),28,13,11,15,1
Head (trade/mediation),23,16,16,22,1
Head (trade/mediation),25,14,22,32,1
Head (trade/mediation),27,14,17,17,1
Head (trade/mediation),31,13,25,29,1
Head (trade/mediation),18,10,19,26,1
Head (trade/mediation),24,23,19,25,1
Head (trade/mediation),16,15,10,15,0
Head (trade/mediation),17,11,20,23,1
Head (trade/mediation),27,12,17,27,1
Head (trade/mediation),29,11,14,22,0
Head (trade/mediation),23,8,30,34,1
Head (trade/mediation),16,15,20,20,1
Head (trade/mediation),30,7,27,22,1
Head (trade/mediation),15,9,16,26,1
Head (trade/mediation),20,10,18,23,1
Head (trade/mediation),4,19,18,29,1
Head (trade/mediation),20,24,15,16,0
Head (trade/mediation),26,3,31,24,0
Head (trade/mediation),24,15,19,29,1
Head (trade/mediation),18,9,18,26,1
Head (trade/mediation),20,27,6,18,0
Head (trade/mediation),28,10,24,31,1
Head (trade/mediation),25,23,29,14,1
Head (trade/mediation),22,13,30,28,1
Head (trade/mediation),19,17,29,29,1
Head (trade/mediation),19,12,14,19,0
Head (trade/mediation),19,6,26,31,0
Head (trade/mediation),19,7,13,29,1
Head (trade/mediation),21,7,27,29,1
Head (trade/mediation),26,13,23,25,0
Head (trade/mediation),19,13,14,24,0
Head (trade/mediation),9,4,16,21,1
Head (trade/mediation),29,19,24,26,1
Head (trade/mediation),18,14,27,20,1
Head (trade/mediation),13,8,26,28,1
Head (trade/mediation),21,10,24,26,1
Head (trade/mediation),24,8,16,24,1
Head (trade/mediation),28,7,26,16,1
Head (trade/mediation),31,21,26,22,1
Head (trade/mediation),28,12,20,20,1
Head (trade/mediation),19,10,20,25,1
Head (trade/mediation),29,14,23,26,1
Head (trade/mediation),18,7,21,18,1
Head (trade/mediation),23,7,22,19,1
Head (trade/mediation),15,9,21,20,1
Head (trade/mediation),23,12,23,25,1
Head (trade/mediation),21,5,26,23,1
Head (trade/mediation),23,13,23,23,1
Head (trade/mediation),21,11,11,20,1
Head (trade/mediation),26,9,17,30,1
Head (trade/mediation),22,11,21,16,1
Head (trade/mediation),28,12,23,25,1
Head (trade/mediation),23,19,19,19,0
Head (trade/mediation),20,8,17,29,0
Head (trade/mediation),23,10,25,27,1
Head (trade/mediation),25,12,25,28,1
Head (trade/mediation),29,14,26,14,1
Head (trade/mediation),20,6,29,31,1
Head (trade/mediation),19,15,26,26,1
Head (trade/mediation),25,5,22,28,1
Head (trade/mediation),20,14,25,28,1
Head (trade/mediation),25,9,17,22,1
Head (trade/mediation),21,6,28,23,1
Head (trade/mediation),13,11,3,16,0
Head (trade/mediation),26,9,20,31,1
Head (trade/mediation),29,20,8,13,0
Head (trade/mediation),15,14,17,23,0
Head (trade/mediation),26,7,19,23,1
Head (trade/mediation),18,7,10,28,1
Head (trade/mediation),27,7,17,17,1
Head (trade/mediation),16,11,17,13,1
Head (trade/mediation),11,9,15,24,1
Head (trade/mediation),24,26,16,10,1
Head (trade/mediation),27,11,25,20,1
Head (trade/mediation),27,12,24,33,1
Head (trade/mediation),17,14,18,18,1
Head (trade/mediation),15,11,29,34,0
Head (trade/mediation),26,7,23,29,1
Head (trade/mediation),24,17,19,17,1
Head (trade/mediation),19,6,20,21,0
Head (trade/mediation),18,16,18,19,1
Head (trade/mediation),26,14,27,28,1
Head (trade/mediation),25,12,27,33,1
Head (trade/mediation),25,10,24,32,1
Head (trade/mediation),31,21,29,24,1
Head (trade/mediation),17,13,16,18,1
Head (trade/mediation),33,11,29,30,1
Head (trade/mediation),31,20,17,23,1
Head (trade/mediation),26,7,26,29,1
Head (trade/mediation),23,11,22,23,1
Head (trade/mediation),22,11,29,23,1
Head (trade/mediation),8,8,25,28,0
Head (trade/mediation),23,9,15,24,1
Head (trade/mediation),26,8,25,23,1
Head (trade/mediation),20,21,21,26,1
Head (trade/mediation),30,12,18,29,0
Head (trade/mediation),16,8,12,29,1
Head (trade/mediation),22,14,25,27,1
Head (trade/mediation),19,7,30,25,1
Head (trade/mediation),24,19,22,19,1
Head (trade/mediation),21,13,22,27,0
Head (trade/mediation),20,2,16,31,1
Head (trade/mediation),8,24,15,14,1
Head (trade/mediation),27,21,27,19,0
Head (trade/mediation),15,11,20,29,1
Head (trade/mediation),24,14,10,9,0
Head (trade/mediation),20,14,13,26,1
Head (trade/mediation),13,6,15,24,1
Head (trade/mediation),18,12,21,13,1
Head (trade/mediation),23,8,22,19,1
Head (trade/mediation),22,4,17,25,1
Head (trade/mediation),22,10,29,27,0
Head (trade/mediation),16,4,23,26,1
Head (trade/mediation),12,6,18,18,1
Head (trade/mediation),20,12,25,16,0
Head (trade/mediation),21,12,25,23,1
Head (trade/mediation),28,13,16,20,1
Head (trade/mediation),10,7,24,25,1
Head (trade/mediation),21,8,20,27,1
Head (trade/mediation),25,19,22,27,1
Head (trade/mediation),27,11,14,27,1
Head (trade/mediation),23,5,18,25,1
Head (trade/mediation),26,9,27,24,1
Head (trade/mediation),27,13,25,23,1
Head (trade/mediation),30,18,25,17,1
Head (trade/mediation),16,6,27,23,1
Head (trade/mediation),12,10,21,25,1
Head (trade/mediation),21,4,22,28,1
Head (trade/mediation),21,8,19,14,1
Head (trade/mediation),17,5,20,30,1
Head (trade/mediation),31,14,7,24,1
Head (trade/mediation),21,9,29,18,1
Head (trade/mediation),15,9,23,27,1
Head (trade/mediation),8,7,14,17,0
Head (trade/mediation),22,14,23,21,1
Head (trade/mediation),29,16,23,12,1
Head (trade/mediation),28,8,32,30,1
Head (trade/mediation),21,7,15,20,1
Head (trade/mediation),16,8,17,24,1
Head (trade/mediation),27,3,21,26,1
Head (trade/mediation),23,8,22,25,1
Head (trade/mediation),9,8,28,30,1
Head (trade/mediation),22,7,29,30,0
Head (trade/mediation),26,9,29,30,1
Head (trade/mediation),15,11,26,20,0
Head (trade/mediation),21,15,17,26,0
Head (trade/mediation),17,11,25,31,1
Head (trade/mediation),24,5,27,30,1
Head (trade/mediation),28,13,29,25,1
Head (trade/mediation),24,17,15,18,1
Head (trade/mediation),18,15,27,24,0
Head (trade/mediation),28,11,23,28,0
Head (trade/mediation),7,15,28,22,1
Head (trade/mediation),16,12,13,26,1
Head (trade/mediation),32,16,29,23,0
Head (trade/mediation),24,10,26,19,1
Head (trade/mediation),19,14,12,6,1
Head (trade/mediation),26,18,22,22,1
Head (trade/mediation),21,13,13,22,1
Head (trade/mediation),22,6,31,30,1
Head (trade/mediation),26,19,18,24,1
Head (trade/mediation),20,17,31,30,1
Head (trade/mediation),33,13,22,27,1
Head (trade/mediation),17,2,25,24,1
Head (trade/mediation),21,13,21,25,1
Head (trade/mediation),27,9,29,30,1
Head (trade/mediation),32,9,30,23,1
Head (trade/mediation),23,8,25,28,1
Head (trade/mediation),31,15,14,27,1
Head (trade/mediation),27,9,10,21,1
Head (trade/mediation),29,15,25,25,1
Head (trade/mediation),23,6,16,24,1
Head (trade/mediation),29,26,9,23,1
Head (trade/mediation),24,10,31,28,1
Head (trade/mediation),29,17,24,28,1
Head (trade/mediation),15,3,26,27,1
Head (trade/mediation),24,12,21,23,1
Head (trade/mediation),22,10,11,14,1
Head (trade/mediation),21,20,18,12,1
Head (trade/mediation),20,17,29,20,0
Head (trade/mediation),24,5,32,26,1
Head (trade/mediation),32,21,21,22,1
Head (trade/mediation),25,21,25,21,1
Head (trade/mediation),26,19,20,10,1
Head (trade/mediation),25,11,24,23,0
Head (trade/mediation),23,4,30,31,1
Head (trade/mediation),24,11,11,24,1
Head (trade/mediation),15,6,13,29,1
Head (trade/mediation),23,14,22,21,1
Head (trade/mediation),15,20,22,25,1
Head (trade/mediation),27,21,13,6,1
Head (trade/mediation),22,5,14,28,1
Head (trade/mediation),11,4,26,24,1
Head (trade/mediation),28,17,18,18,0
Head (trade/mediation),24,14,22,11,0
Head (trade/mediation),23,9,26,29,1
Head (trade/mediation),13,5,28,20,0
Head (trade/mediation),21,4,20,29,1
Head (trade/mediation),15,13,17,21,0
Head (trade/mediation),19,4,31,23,1
Head (trade/mediation),25,13,15,14,1
Head (trade/mediation),24,11,25,29,1
Head (trade/mediation),20,9,20,29,1
Head (trade/mediation),23,14,29,31,1
Head (trade/mediation),26,18,19,19,1
Head (trade/mediation),17,9,18,18,1
Head (trade/mediation),24,14,20,18,1
Head (trade/mediation),27,17,24,24,1
Head (trade/mediation),24,12,22,21,1
Head (trade/mediation),19,14,23,28,1
Head (trade/mediation),28,13,22,23,1
Head (trade/mediation),15,8,15,30,0
Head (trade/mediation),17,20,7,16,1
Head (trade/mediation),8,18,17,10,1
Head (trade/mediation),19,11,20,17,1
Head (trade/mediation),19,11,19,17,0
Head (trade/mediation),18,4,22,29,1
Head (trade/mediation),33,32,27,16,1
Head (trade/mediation),26,10,22,23,0
Head (trade/mediation),23,11,15,31,1
Head (trade/mediation),19,16,17,24,1
Head (trade/mediation),25,3,31,25,0
Head (trade/mediation),32,4,18,29,1
Head (trade/mediation),23,17,24,6,1
Head (trade/mediation),19,16,29,15,0
Head (trade/mediation),19,11,17,29,1
Head (trade/mediation),17,18,27,28,1
Head (trade/mediation),22,9,27,18,1
Head (trade/mediation),16,19,15,17,0
Head (trade/mediation),33,20,13,3,1
Head (trade/mediation),24,11,30,34,1
Head (trade/mediation),20,23,24,10,1
Head (trade/mediation),15,18,18,26,1
Head (trade/mediation),12,13,16,25,1
Head (trade/mediation),16,22,14,17,0
Head (trade/mediation),22,3,29,28,1
Head (trade/mediation),27,11,24,34,1
Head (trade/mediation),25,9,23,33,1
Head (trade/mediation),27,12,16,29,1
Head (trade/mediation),12,13,14,27,1
Head (trade/mediation),33,12,27,17,1
Head (trade/mediation),25,12,22,22,0
Head (trade/mediation),19,11,19,23,1
Head (trade/mediation),20,13,27,29,1
Head (trade/mediation),18,10,29,23,0
Head (trade/mediation),26,4,24,32,1
Head (trade/mediation),20,8,29,12,1
Head (trade/mediation),24,14,18,23,1
Head (trade/mediation),25,9,20,30,1
Head (trade/mediation),27,9,25,27,1
Head (trade/mediation),12,14,21,18,1
Head (trade/mediation),29,12,16,16,1
Head (trade/mediation),19,2,26,31,1
Head (trade/mediation),7,12,24,29,1
Head (trade/mediation),23,11,28,26,1
Head (trade/mediation),26,5,26,24,1
Head (trade/mediation),20,9,26,24,1
Head (trade/mediation),25,10,20,26,1
Head (trade/mediation),20,9,24,31,1
Head (trade/mediation),7,25,29,19,0
Head (trade/mediation),23,14,26,25,1
Head (trade/mediation),20,9,23,23,1
Head (trade/mediation),22,12,27,26,1
Head (trade/mediation),30,16,22,16,1
Head (trade/mediation),14,6,20,32,1
Head (trade/mediation),13,5,25,29,1
Head (trade/mediation),17,8,29,30,0
Head (trade/mediation),27,6,15,25,1
Head (trade/mediation),26,9,24,18,1
Head (trade/mediation),27,17,25,16,1
Head (trade/mediation),25,10,26,25,1
Head (trade/mediation),25,22,24,18,1
Head (trade/mediation),17,14,26,27,1
Head (trade/mediation),18,17,23,28,0
Head (trade/mediation),30,11,20,26,1
Head (trade/mediation),22,12,30,29,1
Head (trade/mediation),23,9,30,33,1
Head (trade/mediation),17,4,21,29,1
Head (trade/mediation),14,12,20,25,1
Head (trade/mediation),20,10,28,14,1
Head (trade/mediation),24,10,29,21,0
Head (trade/mediation),23,15,21,25,1
Head (trade/mediation),15,19,14,24,0
Head (trade/mediation),16,13,19,29,1
Head (trade/mediation),21,20,20,22,1
Head (trade/mediation),22,15,12,24,1
Head (trade/mediation),13,16,28,18,0
Head (trade/mediation),32,20,6,12,1
Head (trade/mediation),21,11,21,25,1
Head (trade/mediation),20,21,15,8,1
Head (trade/mediation),29,11,22,24,1
Head (trade/mediation),23,20,26,16,1
Head (trade/mediation),24,13,9,18,0
Head (trade/mediation),15,8,9,21,1
Head (trade/mediation),24,6,24,26,1
Head (trade/mediation),20,6,20,22,1
Head (trade/mediation),17,7,25,23,1
Head (trade/mediation),25,12,31,24,0
Head (trade/mediation),26,7,11,23,1
Head (trade/mediation),25,2,22,25,1
Head (trade/mediation),17,14,16,22,0
Head (trade/mediation),29,13,25,15,1
Head (trade/mediation),27,10,26,28,1
Head (trade/mediation),18,8,28,30,1
Head (trade/mediation),28,11,19,17,1
Head (trade/mediation),24,15,22,24,1
Head (trade/mediation),19,8,23,20,0
Head (trade/mediation),25,10,24,23,1
Head (trade/mediation),15,7,21,30,1
Head (trade/mediation),20,10,13,21,1
Head (trade/mediation),24,9,26,27,1
Head (trade/mediation),23,11,17,29,1
Head (trade/mediation),22,20,13,21,1
Head (trade/mediation),21,15,23,30,1
Head (trade/mediation),15,10,14,24,1
Head (trade/mediation),18,6,26,24,1
Head (trade/mediation),17,16,27,28,1
Head (trade/mediation),26,6,28,21,0
Head (trade/mediation),21,6,26,20,1
Head (trade/mediation),25,11,27,16,1
Head (trade/mediation),27,10,15,20,1
Head (trade/mediation),20,16,23,23,1
Head (trade/mediation),20,11,21,21,1
Head (trade/mediation),29,10,28,24,1
Head (trade/mediation),25,8,24,26,1
Head (trade/mediation),25,11,25,19,1
Head (trade/mediation),17,6,23,21,0
Head (trade/mediation),23,6,23,20,1
Head (trade/mediation),24,9,16,24,1
Head (trade/mediation),23,7,28,24,1
Head (trade/mediation),20,10,20,27,0
Head (trade/mediation),20,9,35,22,1
Head (trade/mediation),23,13,24,15,1
Head (trade/mediation),21,7,23,25,1
Head (trade/mediation),28,8,30,30,1
Head (trade/mediation),33,12,30,26,1
Head (trade/mediation),26,6,24,28,1
Head (trade/mediation),20,14,23,30,1
Head (trade/mediation),29,11,28,27,1
Head (trade/mediation),19,9,9,26,0
Head (trade/mediation),22,17,25,31,1
Head (trade/mediation),15,5,15,26,1
Head (trade/mediation),29,8,29,34,1
Head (trade/mediation),27,9,28,17,0
Head (trade/mediation),20,7,22,30,1
Head (trade/mediation),23,17,9,20,1
Head (trade/mediation),23,6,29,30,1
Head (trade/mediation),9,15,23,21,1
Head (trade/mediation),17,11,22,26,1
Head (trade/mediation),24,13,23,15,1
Head (trade/mediation),23,9,11,23,1
Head (trade/mediation),22,18,12,27,1
Head (trade/mediation),11,16,17,7,0
Head (trade/mediation),26,8,27,26,1
Head (trade/mediation),27,13,20,25,1
Head (trade/mediation),4,12,27,29,1
Head (trade/mediation),25,13,26,23,1
Head (trade/mediation),19,3,29,32,1
Head (trade/mediation),32,15,31,22,1
Head (trade/mediation),28,12,21,29,0
Head (trade/mediation),30,14,30,27,1
Head (trade/mediation),25,16,21,6,1
Head (trade/mediation),22,9,21,22,1
Head (trade/mediation),21,12,10,20,1
Head (trade/mediation),18,9,22,24,1
Head (trade/mediation),26,9,23,20,1
Head (trade/mediation),32,13,26,14,1
Head (trade/mediation),22,22,26,9,0
Head (trade/mediation),25,14,23,24,1
Head (trade/mediation),23,12,19,20,1
Head (trade/mediation),25,16,18,17,1
Head (trade/mediation),17,22,19,17,1
Head (trade/mediation),29,9,32,25,1
Head (trade/mediation),16,15,13,19,0
Head (trade/mediation),12,4,29,24,1
Head (trade/mediation),21,19,19,16,0
Head (trade/mediation),32,10,28,23,1
Head (trade/mediation),27,17,19,19,1
Head (trade/mediation),23,7,25,31,1
Head (trade/mediation),17,8,24,25,1
Head (trade/mediation),18,14,28,31,1
Head (trade/mediation),24,22,19,23,1
Head (trade/mediation),13,11,21,23,1
Head (trade/mediation),13,13,15,17,1
Head (trade/mediation),20,3,16,25,1
Head (trade/mediation),29,17,22,24,1
Head (trade/mediation),11,8,15,22,0
Head (trade/mediation),23,14,17,23,1
Head (trade/mediation),26,16,20,23,1
Head (trade/mediation),28,17,33,25,1
Head (trade/mediation),25,13,11,25,1
Head (trade/mediation),15,11,12,27,1
Head (trade/mediation),18,9,26,24,0
Head (trade/mediation),22,24,17,19,0
Head (trade/mediation),16,14,22,16,1
Head (trade/mediation),23,6,20,24,1
Head (trade/mediation),28,25,16,23,1
Head (trade/mediation),12,18,22,12,1
Head (trade/mediation),31,14,9,26,1
Head (trade/mediation),17,9,24,26,1
Head (trade/mediation),17,18,9,20,0
Head (trade/mediation),30,6,27,31,1
Head (trade/mediation),32,17,31,28,1
Head (trade/mediation),13,19,31,27,1
Head (trade/mediation),29,17,27,18,1
Head (trade/mediation),25,5,30,34,1
Head (trade/mediation),25,16,23,23,1
Head (trade/mediation),27,10,18,24,1
Head (trade/mediation),17,21,21,20,1
Head (trade/mediation),30,7,21,29,1
Head (trade/mediation),10,7,12,26,1
Head (trade/mediation),15,10,16,25,1
Head (trade/mediation),24,10,24,23,1
Head (trade/mediation),9,8,29,28,1
Head (trade/mediation),21,3,19,32,1
Head (trade/mediation),11,5,25,27,1
Head (trade/mediation),18,8,27,29,1
Head (trade/mediation),21,12,13,20,1
Head (trade/mediation),28,14,25,27,1
Head (trade/mediation),15,3,20,23,1
Head (trade/mediation),31,24,27,13,0
Head (trade/mediation),28,15,28,17,1
Head (trade/mediation),18,5,22,24,1
Head (trade/mediation),24,19,4,15,1
Head (trade/mediation),27,7,17,27,1
Head (trade/mediation),18,4,3,27,1
Head (trade/mediation),30,8,28,31,1
Head (trade/mediation),24,15,22,11,1
Head (trade/mediation),20,8,29,31,0
Head (trade/mediation),16,12,26,27,1
Head (trade/mediation),19,17,19,17,1
Head (trade/mediation),27,14,31,34,0
Head (trade/mediation),19,17,15,11,1
Head (trade/mediation),27,9,26,27,1
Head (trade/mediation),26,15,19,26,1
Head (trade/mediation),26,6,29,28,1
Head (trade/mediation),29,3,24,29,1
Head (trade/mediation),28,11,24,29,1
Head (trade/mediation),19,10,17,20,1
Head (trade/mediation),14,7,23,32,1
Head (trade/mediation),19,12,27,22,1
Head (trade/mediation),14,12,22,17,1
Head (trade/mediation),18,9,16,27,1
Head (trade/mediation),27,20,23,15,0
Head (trade/mediation),18,16,20,17,1
Head (trade/mediation),24,5,33,31,1
Head (trade/mediation),10,10,10,31,0
Head (trade/mediation),28,7,22,21,1
Head (trade/mediation),20,13,22,22,1
Head (trade/mediation),19,6,22,24,1
Head (trade/mediation),14,13,26,19,1
Head (trade/mediation),18,16,18,16,0
Head (trade/mediation),15,6,13,33,1
Head (trade/mediation),14,16,11,16,0
Head (trade/mediation),22,13,19,28,1
Head (trade/mediation),30,19,10,12,1
Head (trade/mediation),26,8,21,26,1
Head (trade/mediation),27,21,20,21,1
Head (trade/mediation),23,14,22,24,0
Head (trade/mediation),21,8,15,23,1
Head (trade/mediation),23,13,15,29,1
Head (trade/mediation),19,16,14,16,1
Head (trade/mediation),27,12,20,16,0
Head (trade/mediation),18,10,16,27,1
Head (trade/mediation),17,26,20,17,0
Head (trade/mediation),29,5,14,29,1
Head (trade/mediation),20,6,20,26,1
Head (trade/mediation),23,8,27,28,1
Head (trade/mediation),18,10,8,29,1
Head (trade/mediation),21,11,21,23,1
Head (trade/mediation),27,10,19,30,1
Head (trade/mediation),18,9,20,24,0
Head (trade/mediation),6,10,30,21,1
Head (trade/mediation),18,3,20,28,1
Head (trade/mediation),24,6,31,28,1
Head (trade/mediation),27,10,26,28,1
Head (trade/mediation),19,11,24,26,1
Head (trade/mediation),17,10,14,26,1
Head (trade/mediation),28,15,21,25,1
Head (trade/mediation),32,13,13,28,1
Head (trade/mediation),32,15,28,31,1
Head (trade/mediation),26,10,27,25,1
Head (trade/mediation),27,11,29,24,1
Head (trade/mediation),25,17,27,24,1
Head (trade/mediation),20,4,23,19,1
Head (trade/mediation),28,10,22,22,1
Head (trade/mediation),16,7,23,27,1
Head (trade/mediation),27,7,30,28,1
Head (trade/mediation),21,12,28,15,1
Head (trade/mediation),24,8,28,26,1
Head (trade/mediation),31,11,29,29,1
Head (trade/mediation),16,15,21,25,1
Head (trade/mediation),22,9,15,20,1
Head (trade/mediation),28,4,17,26,1
Head (trade/mediation),32,8,27,31,1
Head (trade/mediation),11,15,5,28,0
Head (trade/mediation),32,9,31,7,1
Head (trade/mediation),24,6,17,23,1
Head (trade/mediation),19,4,29,31,1
Head (trade/mediation),25,7,15,18,0
Head (trade/mediation),26,5,22,22,1
Head (trade/mediation),26,10,24,25,1
Head (trade/mediation),25,4,25,27,1
Head (trade/mediation),27,22,22,24,1
Head (trade/mediation),18,10,23,24,1
Head (trade/mediation),20,8,22,31,1
Head (trade/mediation),24,12,24,19,1
Head (trade/mediation),18,5,10,27,1
Head (trade/mediation),28,10,32,31,1
Head (trade/mediation),13,15,20,25,1
Head (trade/mediation),34,14,28,24,1
Head (trade/mediation),19,25,7,4,1
Head (trade/mediation),29,13,23,24,1
Head (trade/mediation),13,18,13,18,0
Head (trade/mediation),9,5,30,30,0
Head (trade/mediation),17,12,31,33,1
Head (trade/mediation),27,17,7,21,1
Head (trade/mediation),22,16,31,29,1
Head (trade/mediation),27,10,29,34,1
Head (trade/mediation),16,12,10,17,1
Head (trade/mediation),22,2,28,26,1
Head (trade/mediation),11,19,25,20,0
Head (trade/mediation),31,13,30,20,1
Head (trade/mediation),26,11,30,24,1
Head (trade/mediation),27,16,27,27,1
Head (trade/mediation),11,6,13,26,1
Head (trade/mediation),30,8,19,15,1
Head (trade/mediation),33,11,32,32,1
Head (trade/mediation),19,10,27,32,1
Head (trade/mediation),16,12,30,22,1
Head (trade/mediation),25,11,21,32,1
Head (trade/mediation),23,8,20,24,1
Head (trade/mediation),26,6,32,34,1
Head (trade/mediation),25,8,15,24,0
Head (trade/mediation),13,11,26,24,1
Head (trade/mediation),15,8,24,23,0
Head (trade/mediation),22,10,29,20,1
Head (trade/mediation),28,2,22,29,1
Head (trade/mediation),25,16,25,13,1
Head (trade/mediation),25,5,14,24,1
Head (trade/mediation),18,16,14,20,1
Head (trade/mediation),23,16,26,24,1
Head (trade/mediation),21,13,24,27,1
Head (trade/mediation),19,15,11,15,1
Head (trade/mediation),20,13,25,25,1
Head (trade/mediation),14,17,21,8,1
Head (trade/mediation),25,4,31,23,1
Head (trade/mediation),18,9,20,27,0
Head (trade/mediation),23,13,14,22,0
Head (trade/mediation),23,16,18,23,1
Head (trade/mediation),25,10,32,21,1
Head (Finance/Law),20,16,21,17,0
Head (Finance/Law),22,20,16,26,1
Head (Finance/Law),23,6,30,32,1
Head (Finance/Law),11,9,22,30,1
Head (Finance/Law),27,13,29,26,1
Head (Finance/Law),22,26,6,18,1
Head (Finance/Law),22,15,19,15,1
Head (Finance/Law),28,19,18,8,1
Head (Finance/Law),12,14,19,25,1
Head (Finance/Law),19,10,26,31,1
Head (Finance/Law),16,15,17,17,1
Head (Finance/Law),30,14,18,27,1
Head (Finance/Law),7,19,21,24,1
Head (Finance/Law),15,6,29,34,1
Head (Finance/Law),17,15,17,19,1
Head (Finance/Law),24,22,21,13,1
Head (Finance/Law),25,13,21,27,1
Head (Finance/Law),26,17,20,23,1
Head (Finance/Law),10,13,28,32,1
Head (Finance/Law),11,14,20,25,1
Head (Finance/Law),13,11,22,24,1
Head (Finance/Law),16,19,17,20,1
Head (Finance/Law),23,14,17,13,1
Head (Finance/Law),14,10,21,25,1
Head (Finance/Law),23,12,21,26,1
Head (Finance/Law),26,19,27,29,1
Head (Finance/Law),25,19,30,21,1
Head (Finance/Law),31,4,21,23,1
Head (Finance/Law),17,12,18,5,0
Head (Finance/Law),19,9,29,26,1
Head (Finance/Law),28,16,28,24,1
Head (Finance/Law),15,15,16,24,1
Head (Finance/Law),23,11,18,27,0
Head (Finance/Law),24,6,25,30,1
Head (Finance/Law),18,6,28,30,1
Head (Finance/Law),22,17,16,18,1
Head (Finance/Law),20,15,20,16,1
Head (Finance/Law),24,18,18,21,1
Head (Finance/Law),26,16,13,24,1
Head (Finance/Law),28,22,18,15,1
Head (Finance/Law),18,18,16,12,1
Head (Finance/Law),21,1,34,33,1
Head (Finance/Law),31,17,29,20,1
Head (Finance/Law),28,14,27,23,1
Head (Finance/Law),25,25,20,13,0
Head (Finance/Law),23,17,8,22,0
Head (Finance/Law),2,17,30,30,0
Head (Finance/Law),18,9,22,24,1
Head (Finance/Law),26,16,23,28,1
Head (Finance/Law),19,17,21,26,1
Head (Finance/Law),9,11,24,23,0
Head (Finance/Law),9,22,17,26,0
Head (Finance/Law),23,26,17,18,1
Head (Finance/Law),30,32,14,11,0
Head (Finance/Law),23,11,27,28,1
Head (Finance/Law),18,12,23,16,1
Head (Finance/Law),22,12,16,26,0
Head (Finance/Law),26,8,31,33,1
Head (Finance/Law),24,13,24,32,1
Head (Finance/Law),13,10,25,27,1
Head (Finance/Law),24,18,22,30,0
Head (Finance/Law),24,20,16,17,0
Head (Finance/Law),17,7,21,29,1
Head (Finance/Law),34,21,14,12,1
Head (Finance/Law),22,14,28,23,1
Head (Finance/Law),15,17,19,22,1
Head (Finance/Law),28,32,15,27,1
Head (Finance/Law),15,15,21,26,1
Head (Finance/Law),5,14,30,28,1
Head (Finance/Law),27,20,16,23,1
Head (Finance/Law),18,10,21,31,1
Head (Finance/Law),28,7,14,25,1
Head (Finance/Law),12,7,23,22,0
Head (Finance/Law),17,9,23,24,1
Head (Finance/Law),28,5,31,28,1
Head (Finance/Law),15,23,10,16,0
Head (Finance/Law),21,12,20,31,1
Head (Finance/Law),18,15,26,26,0
Head (Finance/Law),19,7,30,31,1
Head (Finance/Law),25,17,15,15,1
Head (Finance/Law),9,8,15,20,0
Head (Finance/Law),21,3,19,18,1
Head (Finance/Law),27,12,27,29,1
Head (Finance/Law),22,18,7,11,1
Head (Finance/Law),10,12,26,33,1
Head (Finance/Law),29,16,14,23,1
Head (Finance/Law),25,15,18,23,1
Head (Finance/Law),15,18,25,22,1
Head (Finance/Law),15,9,9,30,0
Chief Executive Officer (CEO),23,10,26,30,1
Chief Executive Officer (CEO),26,11,30,27,1
Chief Executive Officer (CEO),13,12,29,27,1
Chief Executive Officer (CEO),31,14,4,29,1
Chief Executive Officer (CEO),22,23,16,21,1
Chief Executive Officer (CEO),29,10,23,21,1
Chief Executive Officer (CEO),27,10,29,32,1
Chief Executive Officer (CEO),16,10,20,30,1
Chief Executive Officer (CEO),30,4,28,26,1
Chief Executive Officer (CEO),29,18,25,21,1
